taxonID,description,type,language,contributor,audience,rightsHolder,created,creator,source,bibliographicCitation,URI,rights,license
wfo-0000761967,"Drought-tolerant, the leaves orange when dormant. Seed is eaten by insects, and the species must be on the verge of extinction.",General,en,,,Commonwealth of Australia (2017),,,3463,"D.M.Churchill (2017) Borya subulata, in Flora of Australia. Australian Biological Resources Study, Department of Agriculture, Water and the Environment: Canberra. https://profiles.ala.org.au/opus/foa/profile/Borya subulata [Date Accessed: 02 December 2020]",https://profiles.ala.org.au/opus/foa/profile/Borya%20subulata,Australian Biological Resource Study,http://creativecommons.org/licenses/by/4.0
wfo-0000765645,"There are some puzzling aspects of the distributional data of Doryanthes palmeri . Hartmann&amp;#39;s collection from the &amp;#39;sources of the Mackenzie River&amp;#39; probably does not refer to the Mackenzie River in central Queensland. In a letter to Mueller in 1872 (National Herbarium of Victoria records), Hill stated that Hartmann&amp;#39;s specimen had come from a locality about 20 miles [c. 32 km] from where Hill found the plant (i.e. Cunninghams Gap in SE Qld). The type of D. guilfoylei  was grown from seed allegedly collected from the Burdekin River. Doryanthes  is not known to occur in northern Qld though a specimen of D. palmeri  at MEL is labelled &amp;#39;Bellenden-Ker Ranges, in 1891, S.Johnson &amp;#39;.",General,en,,,Commonwealth of Australia (2017),,,5836,"L.Pedley (2017) Doryanthes palmeri, in Flora of Australia. Australian Biological Resources Study, Department of Agriculture, Water and the Environment: Canberra. https://profiles.ala.org.au/opus/foa/profile/Doryanthes palmeri [Date Accessed: 02 December 2020]",https://profiles.ala.org.au/opus/foa/profile/Doryanthes%20palmeri,Australian Biological Resource Study,http://creativecommons.org/licenses/by/4.0
wfo-0001420814,"Distinguished from G. brownii S. Moore by the less crowded leaves, dark brown stipules and bracteoles, flowers with 45–60 stamens in several whorls, and female flowers with 10–18 carpels and stigmas 1–1.5 mm long. Has been confused with G. ramulosus Desf. but is distinguished by the pyramidal habit, racemose flowers, fewer stamens and fewer elliptic carpels.",General,en,,,Commonwealth of Australia (2017),,,8788,"A.S.George (2017) Gyrostemon racemiger, in Flora of Australia. Australian Biological Resources Study, Department of Agriculture, Water and the Environment: Canberra. https://profiles.ala.org.au/opus/foa/profile/Gyrostemon racemiger [Date Accessed: 02 December 2020]",https://profiles.ala.org.au/opus/foa/profile/Gyrostemon%20racemiger,Australian Biological Resource Study,http://creativecommons.org/licenses/by/4.0
wfo-4000001083,"The Australian Plant Census  treats this genus within the family Anthericaceae.Etymology: after Allan Cunningham (1791-1839), botanist and explorer.",General,en,,,Commonwealth of Australia (2017),,,1574,"I.R.H.Telford (2017) Alania, in Flora of Australia. Australian Biological Resources Study, Department of Agriculture, Water and the Environment: Canberra. https://profiles.ala.org.au/opus/foa/profile/Alania [Date Accessed: 02 December 2020]",https://profiles.ala.org.au/opus/foa/profile/Alania,Australian Biological Resource Study,http://creativecommons.org/licenses/by/4.0
wfo-4000001864,"Etymology: From the Greek an- (without) and arthron (a joint), referring to the flowering stems that consist of a single internode.",General,en,,,Commonwealth of Australia (2018),,,1957,"Barbara G. Briggs, Carolyn L. Connelly & Siegfried L. Krauss (2018) Anarthria, in Phillip G. Kodela (ed.)Flora of Australia. Australian Biological Resources Study, Department of Agriculture, Water and the Environment: Canberra. https://profiles.ala.org.au/opus/foa/profile/Anarthria [Date Accessed: 02 December 2020]",https://profiles.ala.org.au/opus/foa/profile/Anarthria,Australian Biological Resource Study,http://creativecommons.org/licenses/by/4.0
wfo-4000004254,"Etymology: named after William Baxter (fl. 1820-1830) who collected a type of the only species.Recognised by the very large, sessile, indurated flowers. The Australian Plant Census  treats this genus within the family Dasypogonaceae.",General,en,,,Commonwealth of Australia (2017),,,2983,"A.S.George (2017) Baxteria, in Flora of Australia. Australian Biological Resources Study, Department of Agriculture, Water and the Environment: Canberra. https://profiles.ala.org.au/opus/foa/profile/Baxteria [Date Accessed: 02 December 2020]",https://profiles.ala.org.au/opus/foa/profile/Baxteria,Australian Biological Resource Study,http://creativecommons.org/licenses/by/4.0
wfo-4000004723,"Etymology: named in honour of George Spencer Churchill, Marquis of Blandford, 5th Duke of Marlborough, for his enthusiastic practice of horticulture in Reading, England.All species flower from early to mid-summer and are known as Christmas Bells. They are sometimes cultivated as ornamentals in Europe and North America as well as temperate Australia. The Australian Plant Census  treats this genus within the family Blandfordiaceae.",General,en,,,Commonwealth of Australia (2017),,,3174,"R.J.F.Henderson (2017) Blandfordia, in Flora of Australia. Australian Biological Resources Study, Department of Agriculture, Water and the Environment: Canberra. https://profiles.ala.org.au/opus/foa/profile/Blandfordia [Date Accessed: 02 December 2020]",https://profiles.ala.org.au/opus/foa/profile/Blandfordia,Australian Biological Resource Study,http://creativecommons.org/licenses/by/4.0
wfo-4000005046,"Plants of some species are drought-tolerant and known as resurrection plants. These species are dormant in the dry season with persisting orange leaves that re-green in the wet season when the plants flower. The drought-avoiding species shed their leaves in the dry season. A large living collection is maintained at the Royal Botanic Gardens, Melbourne. The Australian Plant Census  treats this genus within the family Anthericaceae.Etymology: after Jean Baptiste Genevieve Marcellin Bory de Saint-Vincent (1778-1846), a French naturalist.",General,en,,,Commonwealth of Australia (2017),,,3453,"D.M.Churchill (2017) Borya, in Flora of Australia. Australian Biological Resources Study, Department of Agriculture, Water and the Environment: Canberra. https://profiles.ala.org.au/opus/foa/profile/Borya [Date Accessed: 02 December 2020]",https://profiles.ala.org.au/opus/foa/profile/Borya,Australian Biological Resource Study,http://creativecommons.org/licenses/by/4.0
wfo-4000006007,"Easily recognised by the short pungent leaves and star-like blue or purple perianth. The Australian Plant Census  treats this genus within the family Calectasiaceae.Etymology: from the Greek calos  (beautiful) and ectasia  (stretching out), in reference to the attractive perianth.",General,en,,,Commonwealth of Australia (2017),,,3671,"A.S.George (2017) Calectasia, in Flora of Australia. Australian Biological Resources Study, Department of Agriculture, Water and the Environment: Canberra. https://profiles.ala.org.au/opus/foa/profile/Calectasia [Date Accessed: 02 December 2020]",https://profiles.ala.org.au/opus/foa/profile/Calectasia,Australian Biological Resource Study,http://creativecommons.org/licenses/by/4.0
wfo-4000008791,"Etymology: from the Greek codon (a bell) and carpos (a fruit)Distinguished from GyrostemonDesf. by the larger, non-succulent, petiolate leaves and the dry fruit withmany carpels, dehiscent along the inner margin.The plants apparently live forup to 20 years.",General,en,,,Commonwealth of Australia (2017),,,4394,"A.S.George (2017) Codonocarpus, in Flora of Australia. Australian Biological Resources Study, Department of Agriculture, Water and the Environment: Canberra. https://profiles.ala.org.au/opus/foa/profile/Codonocarpus [Date Accessed: 02 December 2020]",https://profiles.ala.org.au/opus/foa/profile/Codonocarpus,Australian Biological Resource Study,http://creativecommons.org/licenses/by/4.0
wfo-4000010485,"Distinguished by the hard, 1-seeded, indehiscent fruit.Etymology: from the Greek cypsele (a hollowed vessel) and carpos (a fruit), in reference to the hollowed apex of the fruit",General,en,,,Commonwealth of Australia (2017),,,5108,"A.S.George (2017) Cypselocarpus, in Flora of Australia. Australian Biological Resources Study, Department of Agriculture, Water and the Environment: Canberra. https://profiles.ala.org.au/opus/foa/profile/Cypselocarpus [Date Accessed: 02 December 2020]",https://profiles.ala.org.au/opus/foa/profile/Cypselocarpus,Australian Biological Resource Study,http://creativecommons.org/licenses/by/4.0
wfo-4000010838,"Etymology: from the Greek dasys  (shaggy) and pogon  (beard), referring to the bristles on the perianth.The Australian Plant Census  treats this genus within the family Dasypogonaceae.",General,en,,,Commonwealth of Australia (2017),,,5228,"A.S.George (2017) Dasypogon, in Flora of Australia. Australian Biological Resources Study, Department of Agriculture, Water and the Environment: Canberra. https://profiles.ala.org.au/opus/foa/profile/Dasypogon [Date Accessed: 02 December 2020]",https://profiles.ala.org.au/opus/foa/profile/Dasypogon,Australian Biological Resource Study,http://creativecommons.org/licenses/by/4.0
wfo-4000012457,"It is sometimes considered to be the sole member of the family Doryanthaceae (note: the Australian Plant Census  treats this genus within the family Doryanthaceae).Etymology: from the Greek dory  (a spear) and anthos  (flower), in reference to the long spear-like peduncle of the inflorescence.",General,en,,,Commonwealth of Australia (2017),,,5834,"L.Pedley (2017) Doryanthes, in Flora of Australia. Australian Biological Resources Study, Department of Agriculture, Water and the Environment: Canberra. https://profiles.ala.org.au/opus/foa/profile/Doryanthes [Date Accessed: 02 December 2020]",https://profiles.ala.org.au/opus/foa/profile/Doryanthes,Australian Biological Resource Study,http://creativecommons.org/licenses/by/4.0
wfo-4000012891,"Although the fruit is generally described as a small nut it is structurally an achene (Rudall et al. 2005). Etymology: Ecdeiocolea is from the Greek ekdeia (a falling short or laying bare) and coleos (a sheath), referring to the paucity of sheaths on the stems.",General,en,,,Commonwealth of Australia (2019),,,6186,"B.G. Briggs, C.L. Connelly, S.L. Krauss (2019) Ecdeiocolea, in P.G. Kodela (ed.)Flora of Australia. Australian Biological Resources Study, Department of Agriculture, Water and the Environment: Canberra. https://profiles.ala.org.au/opus/foa/profile/Ecdeiocolea [Date Accessed: 02 December 2020]",https://profiles.ala.org.au/opus/foa/profile/Ecdeiocolea,Australian Biological Resource Study,http://creativecommons.org/licenses/by/4.0
wfo-4000015543,"Etymology: Named in honour of Western Australian botanist Alexander Segger George (1939–) with the Greek anthos (a flower).The flavonoids of Georgeantha and Ecdeiocolea monostachya are clearly distinct (Williams et al. 1997), G. hexandra containing quercetin and galactose which are absent from E. monostachya, whereas both genera contain isorhamnetin.",General,en,,,Commonwealth of Australia (2020),,,7771,"B.G. Briggs, C.L. Connelly, S.L. Krauss (2020) Georgeantha, in P.G. Kodela (ed.)Flora of Australia. Australian Biological Resources Study, Department of Agriculture, Water and the Environment: Canberra. https://profiles.ala.org.au/opus/foa/profile/Georgeantha [Date Accessed: 02 December 2020]",https://profiles.ala.org.au/opus/foa/profile/Georgeantha,Australian Biological Resource Study,http://creativecommons.org/licenses/by/4.0
wfo-4000016620,"Etymology: from the Greek gyros (a ring) and stemon (stamen), in reference to the whorls of stamens in the male flowersSome species short-lived, others apparently living for 10–15years. Several inadequately known taxa in W.A. require further study.",General,en,,,Commonwealth of Australia (2017),,,8783,"A.S.George (2017) Gyrostemon, in Flora of Australia. Australian Biological Resources Study, Department of Agriculture, Water and the Environment: Canberra. https://profiles.ala.org.au/opus/foa/profile/Gyrostemon [Date Accessed: 02 December 2020]",https://profiles.ala.org.au/opus/foa/profile/Gyrostemon,Australian Biological Resource Study,http://creativecommons.org/licenses/by/4.0
wfo-4000020014,"Etymology: after Phillip Parker King (1791-1856) who surveyed Australian coasts in 1818-1822, and Philip Gidley King (1758-1808), third Governor of N.S.W. (1800-1807).The Australian Plant Census  treats this genus within the family Dasypogonaceae.",General,en,,,Commonwealth of Australia (2017),,,9765,"A.S.George (2017) Kingia, in Flora of Australia. Australian Biological Resources Study, Department of Agriculture, Water and the Environment: Canberra. https://profiles.ala.org.au/opus/foa/profile/Kingia [Date Accessed: 02 December 2020]",https://profiles.ala.org.au/opus/foa/profile/Kingia,Australian Biological Resource Study,http://creativecommons.org/licenses/by/4.0
wfo-4000022525,"Etymology: From the Greek lyginos (willowy, pliant), referring to the stems.",General,en,,,Commonwealth of Australia (2018),,,10494,"Barbara G. Briggs, Carolyn L. Connelly & Siegfried L. Krauss (2018) Lyginia, in Phillip G. Kodela (ed.)Flora of Australia. Australian Biological Resources Study, Department of Agriculture, Water and the Environment: Canberra. https://profiles.ala.org.au/opus/foa/profile/Lyginia [Date Accessed: 02 December 2020]",https://profiles.ala.org.au/opus/foa/profile/Lyginia,Australian Biological Resource Study,http://creativecommons.org/licenses/by/4.0
wfo-4000028931,"Etymology: named in honour of Dr August Petermann (1922-1878), German geographer and cartographer.",General,en,,,Commonwealth of Australia (2017),,,12052,"J.G.Conran, H.T.Clifford (2017) Petermannia, in Flora of Australia. Australian Biological Resources Study, Department of Agriculture, Water and the Environment: Canberra. https://profiles.ala.org.au/opus/foa/profile/Petermannia [Date Accessed: 02 December 2020]",https://profiles.ala.org.au/opus/foa/profile/Petermannia,Australian Biological Resource Study,http://creativecommons.org/licenses/by/4.0
wfo-4000037827,"Distinguished by the hard, indehiscent, rugose fruit.Etymology: from the Greek tersomai (dried up), in reference to the lack of albumen in the fruit",General,en,,,Commonwealth of Australia (2017),,,15103,"A.S.George (2017) Tersonia, in Flora of Australia. Australian Biological Resources Study, Department of Agriculture, Water and the Environment: Canberra. https://profiles.ala.org.au/opus/foa/profile/Tersonia [Date Accessed: 02 December 2020]",https://profiles.ala.org.au/opus/foa/profile/Tersonia,Australian Biological Resource Study,http://creativecommons.org/licenses/by/4.0
wfo-7000000023,"Leaves of Lyginia and Hopkinsia are reduced to sheaths, with a short lamina. In descriptions, ‘spathes’ are the one or more bracts subtending the inflorescence or major parts of the inflorescence. Inflorescences of Anarthriaceae have been considered (e.g. Briggs et al. 2014) to lack spikelet structure but Fominchev et al. (2017) have demonstrated that bracts indicate the position of aborted flowers and show an underlying spikelet structure.Etymology: From the type genus Anarthria and Greek an- (without) and arthron (a joint), referring to Anarthria flowering stems that consist of a single internode.",General,en,,,Commonwealth of Australia (2018),,,1964,"Barbara G. Briggs (2018) Anarthriaceae, in Phillip G. Kodela (ed.)Flora of Australia. Australian Biological Resources Study, Department of Agriculture, Water and the Environment: Canberra. https://profiles.ala.org.au/opus/foa/profile/Anarthriaceae [Date Accessed: 02 December 2020]",https://profiles.ala.org.au/opus/foa/profile/Anarthriaceae,Australian Biological Resource Study,http://creativecommons.org/licenses/by/4.0
wfo-7000000034,"Etymology: Based on the genus Aphanopetalum Endl., from the Greek aphanes (invisible), and anthos (flower), in reference to the tiny flowers hidden among the leaves.",General,en,,,Commonwealth of Australia (2018),,,2135,"Val Stajsic (2018) Aphanopetalaceae, in Phillip G. Kodela (ed.)Flora of Australia. Australian Biological Resources Study, Department of Agriculture, Water and the Environment: Canberra. https://profiles.ala.org.au/opus/foa/profile/Aphanopetalaceae [Date Accessed: 02 December 2020]",https://profiles.ala.org.au/opus/foa/profile/Aphanopetalaceae,Australian Biological Resource Study,http://creativecommons.org/licenses/by/4.0
wfo-7000000207,"Reduced leaves on the culm are referred to as &lt;b&gt;sheaths&lt;/b&gt;; &lt;b&gt;cataphylls&lt;/b&gt; are erect leaves at the base of the culms.Analyses of DNA data show that Ecdeiocoleaceae is the closest living relative of the Poaceae (Briggs et al. 2000, Bremer 2002, Givnish et al. 2010), although analyses of some DNA data suggested that Ecdeiocoleaceae with Joinvilleaceae formed a clade sister to the Poaceae (Marchant & Briggs 2007). Features of Ecdeiocoleaceae have been used to assist the interpretation of Poaceae floral structures (Rudall et al. 2005). Culm anatomy (Cutler 1969, Briggs & Johnson 1998) shows many features (stomates confined to the base of deep grooves, enlarged epidermal cells overhanging the grooves and thick sclerenchyma caps on the ridges between the grooves) that are presumably xeromorphic adaptations to its seasonally arid climate. There is no sclerenchyma cylinder or parenchyma sheath, unlike Restionaceae.Although the fruit is generally described as a small nut it is structurally an achene (Rudall et al. 2005).Etymology: The family name is based on the type genus Ecdeiocolea, derived from the Greek ekdeia (a falling short or laying bare) and coleos (a sheath), referring to the absence of leaf sheaths on the stems.",General,en,,,Commonwealth of Australia (2019),,,6189,"B.G. Briggs (2019) Ecdeiocoleaceae, in P.G. Kodela (ed.)Flora of Australia. Australian Biological Resources Study, Department of Agriculture, Water and the Environment: Canberra. https://profiles.ala.org.au/opus/foa/profile/Ecdeiocoleaceae [Date Accessed: 02 December 2020]",https://profiles.ala.org.au/opus/foa/profile/Ecdeiocoleaceae,Australian Biological Resource Study,http://creativecommons.org/licenses/by/4.0
wfo-7000000264,Formerly placed in Phytolaccaceae but now widely accepted asdistinct and belonging in Capparales.Some species cannot be confidently determined withoutfemale plants.,General,en,,,Commonwealth of Australia (2017),,,8796,"A.S.George (2017) Gyrostemonaceae, in Flora of Australia. Australian Biological Resources Study, Department of Agriculture, Water and the Environment: Canberra. https://profiles.ala.org.au/opus/foa/profile/Gyrostemonaceae [Date Accessed: 02 December 2020]",https://profiles.ala.org.au/opus/foa/profile/Gyrostemonaceae,Australian Biological Resource Study,http://creativecommons.org/licenses/by/4.0
wfo-7000001189,"Etymology: Named after Dr Thomas Embling (1814–1893), a Victorian medical practitioner and parliamentarian who was active in the introduction of new plants and animals.",General,en,,,Commonwealth of Australia (2018),,,6322,"Val Stajsic (2018) Emblingiaceae, in Phillip G. Kodela (ed.)Flora of Australia. Australian Biological Resources Study, Department of Agriculture, Water and the Environment: Canberra. https://profiles.ala.org.au/opus/foa/profile/Emblingiaceae [Date Accessed: 02 December 2020]",https://profiles.ala.org.au/opus/foa/profile/Emblingiaceae,Australian Biological Resource Study,http://creativecommons.org/licenses/by/4.0
